Age Range,SN,Price
"(24, 28]",Sondadar26,
"(24, 28]",Sondadarya58,
"(24, 28]",Sondassan80,2.6
"(24, 28]",Sondassasya91,
"(24, 28]",Sondastsda82,
"(24, 28]",Sondilsaya62,
"(24, 28]",Sondim68,
"(24, 28]",Sondim73,
"(24, 28]",Sondimla25,
"(24, 28]",Sondistanya61,
"(24, 28]",Sondossa69,
"(24, 28]",Strithenu87,
"(24, 28]",Styaduen40,
"(24, 28]",Sundadar27,
"(24, 28]",Sundadarla27,
"(24, 28]",Sundassa93,
"(24, 28]",Sundim98,
"(24, 28]",Sundirrala66,
"(24, 28]",Sundista37,1.77
"(24, 28]",Sundjask71,
"(24, 28]",Syally44,
"(24, 28]",Syalollorap93,
"(24, 28]",Syathe73,
"(24, 28]",Syathecal44,
"(24, 28]",Taeduenu92,
"(24, 28]",Thourdirra92,
"(24, 28]",Thrientossa55,
"(24, 28]",Thryallym62,
"(24, 28]",Tyaedainu44,3.54
"(24, 28]",Tyaelaelis94,
"(24, 28]",Tyaelistidru84,
"(24, 28]",Tyaelly53,
"(24, 28]",Tyaelo67,
"(24, 28]",Tyaelorap29,7.71
"(24, 28]",Tyaenasti87,
"(24, 28]",Tyaerith73,
"(24, 28]",Tyalaesu89,2.96
"(24, 28]",Tyananurgue44,
"(24, 28]",Tyarithn67,1.14
"(24, 28]",Tyeoralru41,
"(24, 28]",Tyeosri53,
"(24, 28]",Tyeudariasuir90,
"(24, 28]",Tyeuduen32,
"(24, 28]",Tyeurith29,
"(24, 28]",Tyialisti80,
"(24, 28]",Tyialisudeu65,
"(24, 28]",Tyida79,
"(24, 28]",Tyidaim51,
"(24, 28]",Tyidainu31,
"(24, 28]",Tyirinu79,
"(24, 28]",Tyisur83,
"(24, 28]",Umolrian85,
"(24, 28]",Undare39,
"(24, 28]",Undassa89,1.76
"(24, 28]",Undilsan50,
"(24, 28]",Undimsya85,
"(24, 28]",Undirra73,
"(24, 28]",Undirrala66,
"(24, 28]",Undirrasta89,
"(24, 28]",Undista85,
"(24, 28]",Undjask33,
"(24, 28]",Undjaskla97,
"(24, 28]",Undosia27,
"(24, 28]",Undosian34,
"(24, 28]",Undotesta33,
"(24, 28]",Wailin72,
"(24, 28]",Yadacal26,
"(24, 28]",Yadaisuir65,
"(24, 28]",Yadam35,2.48
"(24, 28]",Yadanu52,
"(24, 28]",Yadaphos40,
"(24, 28]",Yalae81,
"(24, 28]",Yalaeria91,
"(24, 28]",Yaliru88,
"(24, 28]",Yalo85,
"(24, 28]",Yalostiphos68,
"(24, 28]",Yana46,
"(24, 28]",Yarithllodeu72,
"(24, 28]",Yarithrgue83,
"(24, 28]",Yarithrin84,
"(24, 28]",Yarithsurgue62,4.94
"(24, 28]",Yarolwen77,
"(24, 28]",Yasrisu92,3.44
"(24, 28]",Yastyriaphos75,
"(24, 28]",Yasur35,4.48
"(24, 28]",Yasur85,
"(24, 28]",Yathecal72,
"(24, 28]",Yathecal82,
"(24, 28]",Yathedeu43,
"(24, 28]",Yoishirrala98,
"(24, 28]",Zhisrisu83,
"(24, 28]",Zontibe81,
"(28, 32]",Adairialis76,
"(28, 32]",Adastirin33,
"(28, 32]",Aeda94,
"(28, 32]",Aela59,
"(28, 32]",Aelaria33,
"(28, 32]",Aelastirin39,
"(28, 32]",Aelidru27,
"(28, 32]",Aelin32,
"(28, 32]",Aelly27,
"(28, 32]",Aellynun67,
"(28, 32]",Aellyria80,
"(28, 32]",Aelollo59,
"(28, 32]",Aenarap34,
"(28, 32]",Aeral43,
"(28, 32]",Aeral68,
"(28, 32]",Aeral97,
"(28, 32]",Aeralria27,
"(28, 32]",Aeralstical35,
"(28, 32]",Aeri84,
"(28, 32]",Aerillorin70,
"(28, 32]",Aerithllora36,8.64
"(28, 32]",Aerithnucal56,
"(28, 32]",Aerithnuphos61,
"(28, 32]",Aerithriaphos45,
"(28, 32]",Aerithriaphos46,
"(28, 32]",Aesri53,1.76
"(28, 32]",Aesty53,
"(28, 32]",Aestysu37,
"(28, 32]",Aesur96,
"(28, 32]",Aesurstilis64,
"(28, 32]",Aethedru70,
"(28, 32]",Aidai53,
"(28, 32]",Aidai61,
"(28, 32]",Aidai73,
"(28, 32]",Aidaillodeu39,
"(28, 32]",Aidain51,
"(28, 32]",Aidaira26,4.23
"(28, 32]",Aiduecal76,
"(28, 32]",Aiduesu86,
"(28, 32]",Aillyriadru65,
"(28, 32]",Aillyrin83,
"(28, 32]",Aina42,
"(28, 32]",Aina43,
"(28, 32]",Airi27,
"(28, 32]",Aisur51,
"(28, 32]",Aisurdru79,3.51
"(28, 32]",Aisurria69,
"(28, 32]",Aithelis62,
"(28, 32]",Alaephos75,
"(28, 32]",Alaesu77,2.49
"(28, 32]",Alaesu91,
"(28, 32]",Alarap40,
"(28, 32]",Ali84,4.31
"(28, 32]",Alim85,
"(28, 32]",Alo38,
"(28, 32]",Anallorgue57,
"(28, 32]",Ardcil81,
"(28, 32]",Ardonmol96,
"(28, 32]",Arin32,
"(28, 32]",Arirgue63,1.7
"(28, 32]",Assassa81,
"(28, 32]",Assassasta79,
"(28, 32]",Assastnya25,
"(28, 32]",Assehoan67,
"(28, 32]",Assesi91,
"(28, 32]",Assilsan72,
"(28, 32]",Assim27,
"(28, 32]",Assirra56,
"(28, 32]",Assistasda42,
"(28, 32]",Assistasda90,
"(28, 32]",Assjaskan56,
"(28, 32]",Assjaskan73,
"(28, 32]",Assosia88,
"(28, 32]",Assylla81,
"(28, 32]",Asty82,
"(28, 32]",Asur53,
"(28, 32]",Asur96,
"(28, 32]",Baelollodeu94,
"(28, 32]",Bartassaya73,
"(28, 32]",Caesrinusuir82,5.18
"(28, 32]",Ceoral34,
"(28, 32]",Chadadarla74,6.03
"(28, 32]",Chadilsasta32,
"(28, 32]",Chadirra90,
"(28, 32]",Chadista79,8.35
"(28, 32]",Chadistaya75,
"(28, 32]",Chadjask77,
"(28, 32]",Chadjask85,
"(28, 32]",Chadolyla44,
"(28, 32]",Chadossa56,
"(28, 32]",Chadossa89,
"(28, 32]",Chamadar79,
"(28, 32]",Chamadarnya73,3.07
"(28, 32]",Chamadarsda63,
"(28, 32]",Chamalo71,4.64
"(28, 32]",Chamassasya86,
"(28, 32]",Chamast86,2.05
"(28, 32]",Chamastya76,
"(28, 32]",Chamilsala65,
"(28, 32]",Chamiman85,
"(28, 32]",Chamimla73,
"(28, 32]",Chamimla85,
"(28, 32]",Chamirra53,
"(28, 32]",Chamirrasya33,
"(28, 32]",Chamirraya83,
"(28, 32]",Chamistast30,3.58
"(28, 32]",Chamjask73,
"(28, 32]",Chamjaskya75,
"(28, 32]",Chamossa77,
"(28, 32]",Chanadar44,
"(28, 32]",Chanastnya43,
"(28, 32]",Chanastsda67,
"(28, 32]",Chanastst38,
"(28, 32]",Chanastya70,
"(28, 32]",Chanilsasda38,
"(28, 32]",Chanilsast61,2.08
"(28, 32]",Chanirra64,
"(28, 32]",Chanirra79,
"(28, 32]",Chanirrala39,
"(28, 32]",Chanirrasta87,
"(28, 32]",Chanista95,
"(28, 32]",Chanjask65,
"(28, 32]",Chanjaskan89,
"(28, 32]",Chanosia34,
"(28, 32]",Chanosia60,5.42
"(28, 32]",Chanosian48,
"(28, 32]",Chanosiaya39,
"(28, 32]",Chanossanya44,
"(28, 32]",Chanossast57,
"(28, 32]",Chanuchi25,
"(28, 32]",Cosadar58,
"(28, 32]",Dyally87,
"(28, 32]",Ealiril69,
"(28, 32]",Ealrion88,4.48
"(28, 32]",Ennalmol65,
"(28, 32]",Ennoncil86,
"(28, 32]",Ennrian78,
"(28, 32]",Eodailis27,5.76
"(28, 32]",Eodairu79,3.4
"(28, 32]",Eodaisu60,
"(28, 32]",Eolan54,1.54
"(28, 32]",Eoral49,
"(28, 32]",Eoralrap26,
"(28, 32]",Eosrirgue62,
"(28, 32]",Eosurdru76,
"(28, 32]",Eratiel90,
"(28, 32]",Ermol76,
"(28, 32]",Errian63,
"(28, 32]",Eryon48,
"(28, 32]",Ethralista69,
"(28, 32]",Ethrasyon38,
"(28, 32]",Ethriel85,3.1
"(28, 32]",Ethron58,
"(28, 32]",Eudanu32,
"(28, 32]",Eudanu84,
"(28, 32]",Eulae84,
"(28, 32]",Eulaestira36,
"(28, 32]",Eulanurin88,
"(28, 32]",Eulasuir89,
"(28, 32]",Eulolis41,
"(28, 32]",Eurisuru25,
"(28, 32]",Eurithphos97,
"(28, 32]",Eusri26,
"(28, 32]",Eusri44,
"(28, 32]",Eusri70,
"(28, 32]",Eustyria89,
"(28, 32]",Eusur90,
"(28, 32]",Eusurdeu49,
"(28, 32]",Euthe35,
"(28, 32]",Eyircil84,
"(28, 32]",Eyista89,
"(28, 32]",Eyrian71,
"(28, 32]",Farrian71,
"(28, 32]",Farusrian86,
"(28, 32]",Filrion59,
"(28, 32]",Filrion83,
"(28, 32]",Filurarn35,
"(28, 32]",Firan91,
"(28, 32]",Firatan58,
"(28, 32]",Firon67,
"(28, 32]",Fironon91,4.08
"(28, 32]",Frichadar89,
"(28, 32]",Frichadaran88,
"(28, 32]",Frichast28,
"(28, 32]",Frichaststa61,
"(28, 32]",Frichaya88,
"(28, 32]",Frichilsa31,
"(28, 32]",Frichim77,
"(28, 32]",Frichirranya75,
"(28, 32]",Frichjask31,
"(28, 32]",Frichjaskan98,
"(28, 32]",Frichocesta66,
"(28, 32]",Frichosia58,
"(28, 32]",Frichosiala98,
"(28, 32]",Frichossala54,
"(28, 32]",Frichynde86,
"(28, 32]",Hada39,
"(28, 32]",Haedairiadru51,
"(28, 32]",Haeladil46,
"(28, 32]",Haellysu29,
"(28, 32]",Haerith37,
"(28, 32]",Haerithp41,
"(28, 32]",Haestyphos66,
"(28, 32]",Hailaphos89,
"(28, 32]",Haillyrgue51,
"(28, 32]",Haisrisuir60,
"(28, 32]",Haisurra41,
"(28, 32]",Hala31,
"(28, 32]",Halaecal66,
"(28, 32]",Hallysucal81,
"(28, 32]",Hari50,
"(28, 32]",Hariphos58,
"(28, 32]",Heollyra92,
"(28, 32]",Heollyriap59,
"(28, 32]",Heosurnuru52,
"(28, 32]",Heudai45,
"(28, 32]",Heuli25,
"(28, 32]",Heunadil74,
"(28, 32]",Hiaral50,
"(28, 32]",Hiarideu73,
"(28, 32]",Hiasri33,
"(28, 32]",Hiasurria41,
"(28, 32]",Hilaerin92,
"(28, 32]",Hiral75,
"(28, 32]",Hirirap39,
"(28, 32]",Hisridru55,
"(28, 32]",Hyaduesu61,
"(28, 32]",Iadueria43,
"(28, 32]",Ialallo29,
"(28, 32]",Ialidru40,
"(28, 32]",Iana95,
"(28, 32]",Iarallo65,
"(28, 32]",Iaralrgue74,
"(28, 32]",Iaralsuir44,
"(28, 32]",Iarilis73,
"(28, 32]",Iasrira89,
"(28, 32]",Iasur80,
"(28, 32]",Iasurriacal29,
"(28, 32]",Iasursti71,
"(28, 32]",Iathem87,
"(28, 32]",Iathenudil29,
"(28, 32]",Idacal95,2.07
"(28, 32]",Idai61,
"(28, 32]",Idaidil28,
"(28, 32]",Idairin51,
"(28, 32]",Idaisuir85,3.15
"(28, 32]",Idastidru52,
"(28, 32]",Iduelis31,
"(28, 32]",Iduenu77,
"(28, 32]",Ilaesudil92,
"(28, 32]",Ilarin91,
"(28, 32]",Ilassa51,
"(28, 32]",Ilassast39,
"(28, 32]",Ilast79,
"(28, 32]",Ilastilis78,
"(28, 32]",Ili43,
"(28, 32]",Ililsan66,
"(28, 32]",Ililsasya43,
"(28, 32]",Ilimya66,
"(28, 32]",Ilirrasda54,
"(28, 32]",Ilista82,
"(28, 32]",Iljask75,
"(28, 32]",Ilmol66,
"(28, 32]",Ilosia37,
"(28, 32]",Ilosian36,
"(28, 32]",Ilosianya35,2.84
"(28, 32]",Ilunyon70,
"(28, 32]",Ina92,4.58
"(28, 32]",Inasti31,
"(28, 32]",Inasuir29,
"(28, 32]",Indcil77,
"(28, 32]",Indirrian56,
"(28, 32]",Indonmol95,
"(28, 32]",Ingatcil75,
"(28, 32]",Inguron55,
"(28, 32]",Iral74,
"(28, 32]",Iri67,
"(28, 32]",Irilis75,
"(28, 32]",Irillo49,
"(28, 32]",Irith83,
"(28, 32]",Irithlis29,
"(28, 32]",Iskadarya95,
"(28, 32]",Iskichinya81,
"(28, 32]",Iskim66,
"(28, 32]",Iskim96,
"(28, 32]",Iskirra45,
"(28, 32]",Iskjaskst81,
"(28, 32]",Iskosia90,
"(28, 32]",Iskosian40,
"(28, 32]",Iskossasda43,
"(28, 32]",Isri34,
"(28, 32]",Isty55,
"(28, 32]",Isurria36,
"(28, 32]",Isursti83,
"(28, 32]",Isursuir31,
"(28, 32]",Ithergue48,
"(28, 32]",Itheria73,
"(28, 32]",Jeyciman68,
"(28, 32]",Jiskadarst60,
"(28, 32]",Jiskassa76,
"(28, 32]",Jiskimsda56,
"(28, 32]",Jiskimya77,
"(28, 32]",Jiskirran77,
"(28, 32]",Jiskjask60,
"(28, 32]",Jiskjask80,
"(28, 32]",Jiskjask85,
"(28, 32]",Jiskossa61,
"(28, 32]",Laedallo55,4.9
"(28, 32]",Lalossa38,
"(28, 32]",Lamil79,
"(28, 32]",Lassadarsda57,
"(28, 32]",Lassassasda30,
"(28, 32]",Lassassast73,
"(28, 32]",Lassilsala30,
"(28, 32]",Lassimla92,
"(28, 32]",Lassirrasda85,
"(28, 32]",Lassjask63,1.94
"(28, 32]",Lassjaskan73,
"(28, 32]",Layjask75,
"(28, 32]",Leetirraya83,
"(28, 32]",Leyirra83,
"(28, 32]",Liawista80,
"(28, 32]",Lirtassa52,
"(28, 32]",Lirtassan78,
"(28, 32]",Lirtastan49,2.48
"(28, 32]",Lirtastsda29,
"(28, 32]",Lirtastsya71,
"(28, 32]",Lirtilsa71,
"(28, 32]",Lirtilsa72,
"(28, 32]",Lirtim36,
"(28, 32]",Lirtimst73,
"(28, 32]",Lirtirra37,
"(28, 32]",Lirtirra81,
"(28, 32]",Lirtistanya48,
"(28, 32]",Lirtosia63,
"(28, 32]",Lirtossa60,
"(28, 32]",Lirtossa84,
"(28, 32]",Lisadar44,
"(28, 32]",Lisasi93,
"(28, 32]",Lisassa64,
"(28, 32]",Lisassala98,
"(28, 32]",Lisassasda39,
"(28, 32]",Lisassasta50,
"(28, 32]",Lisast87,
"(28, 32]",Lisast98,
"(28, 32]",Lisico81,
"(28, 32]",Lisilsa62,
"(28, 32]",Lisim51,
"(28, 32]",Lisim78,
"(28, 32]",Lisiriya82,2.27
"(28, 32]",Lisirra25,
"(28, 32]",Lisirra58,
"(28, 32]",Lisirra87,4.23
"(28, 32]",Lisista27,
"(28, 32]",Lisista54,
"(28, 32]",Lisista63,
"(28, 32]",Lisjaskan36,
"(28, 32]",Lisjaskya84,
"(28, 32]",Lisopela58,
"(28, 32]",Lisosia66,
"(28, 32]",Lisosia93,
"(28, 32]",Lisossa25,
"(28, 32]",Lisossa46,
"(28, 32]",Lisossala30,
"(28, 32]",Lisossanya98,
"(28, 32]",Lisotesta51,
"(28, 32]",Lisovynya38,
"(28, 32]",Malarrian73,
"(28, 32]",Malil90,
"(28, 32]",Malon70,
"(28, 32]",Maluncil97,
"(28, 32]",Malunil62,
"(28, 32]",Maradaran90,
"(28, 32]",Maradarnya40,
"(28, 32]",Marassa62,
"(28, 32]",Marast30,
"(28, 32]",Maridisya31,
"(28, 32]",Marilsa69,
"(28, 32]",Marilsanya48,
"(28, 32]",Marilsasya33,
"(28, 32]",Marim28,
"(28, 32]",Marirrasta50,
"(28, 32]",Marjask87,
"(28, 32]",Marokian45,
"(28, 32]",Maropast28,
"(28, 32]",Marughi89,
"(28, 32]",Marundi65,
"(28, 32]",Marynde90,5.3100000000000005
"(28, 32]",Meosridil82,
"(28, 32]",Mindadaran26,
"(28, 32]",Mindesi74,
"(28, 32]",Mindetosya30,
"(28, 32]",Mindilsa34,
"(28, 32]",Mindilsa60,
"(28, 32]",Mindimnya67,
"(28, 32]",Mindirranya33,
"(28, 32]",Mindista32,
"(28, 32]",Mindjasksya61,
"(28, 32]",Mindossa76,
"(28, 32]",Minduli80,
"(28, 32]",Minduri31,
"(28, 32]",Nitherian58,
"(28, 32]",Palatyon26,
"(28, 32]",Palyon91,
"(28, 32]",Peorith44,
"(28, 32]",Phaedasurap84,
"(28, 32]",Phaedue89,
"(28, 32]",Phaelap26,
"(28, 32]",Phaena87,
"(28, 32]",Phaestycal84,
"(28, 32]",Pheodai94,1.56
"(28, 32]",Pheodaisun84,8.31
"(28, 32]",Pheosrinudeu70,
"(28, 32]",Pheosurllorin41,
"(28, 32]",Pheulidil31,
"(28, 32]",Pheusrical25,
"(28, 32]",Pheutherin27,
"(28, 32]",Phiallylis33,
"(28, 32]",Phiarithdeu40,
"(28, 32]",Philodil43,
"(28, 32]",Phiristi62,
"(28, 32]",Phistym51,
"(28, 32]",Phistyn52,
"(28, 32]",Phyali88,
"(28, 32]",Poshilsa82,
"(28, 32]",Qarirwen82,
"(28, 32]",Qilalista41,
"(28, 32]",Qilanrion65,
"(28, 32]",Qilatista90,
"(28, 32]",Qilunan34,
"(28, 32]",Quaecjask96,
"(28, 32]",Quanenrian83,
"(28, 32]",Quanrion96,
"(28, 32]",Quanunwen42,
"(28, 32]",Quaranmol58,
"(28, 32]",Quarrion42,
"(28, 32]",Quilassa66,
"(28, 32]",Quinarap53,
"(28, 32]",Raesty92,
"(28, 32]",Raillydeu47,
"(28, 32]",Rairin89,
"(28, 32]",Rairith81,
"(28, 32]",Raisty38,
"(28, 32]",Rarallo90,
"(28, 32]",Rastynusuir31,
"(28, 32]",Raysistast71,
"(28, 32]",Reulae52,
"(28, 32]",Reunasu60,
"(28, 32]",Rianistast50,
"(28, 32]",Rilaera56,
"(28, 32]",Ririp86,
"(28, 32]",Risty84,
"(28, 32]",Ristydru66,
"(28, 32]",Rithe53,
"(28, 32]",Ryanara76,
"(28, 32]",Saedaiphos46,
"(28, 32]",Saelaephos52,
"(28, 32]",Saena74,
"(28, 32]",Saena89,
"(28, 32]",Saerallora71,
"(28, 32]",Saesrideu94,
"(28, 32]",Saida58,
"(28, 32]",Saisrilis27,
"(28, 32]",Saistyphos30,
"(28, 32]",Salilis27,
"(28, 32]",Sally64,
"(28, 32]",Sastydeu50,
"(28, 32]",Sausosia74,
"(28, 32]",Seolollo93,3.41
"(28, 32]",Seosrim97,
"(28, 32]",Seudaillorap38,
"(28, 32]",Seuthep89,
"(28, 32]",Shaidanu32,
"(28, 32]",Shidai42,1.33
"(28, 32]",Siala43,7.26
"(28, 32]",Siallylis44,
"(28, 32]",Siana77,
"(28, 32]",Siarithria38,
"(28, 32]",Sida61,
"(28, 32]",Sidap51,
"(28, 32]",Silaera56,
"(28, 32]",Siralsudeu54,
"(28, 32]",Sisur91,
"(28, 32]",Smaistysu35,6.6899999999999995
"(28, 32]",Sondadar26,
"(28, 32]",Sondadarya58,
"(28, 32]",Sondassan80,
"(28, 32]",Sondassasya91,
"(28, 32]",Sondastsda82,
"(28, 32]",Sondilsaya62,
"(28, 32]",Sondim68,
"(28, 32]",Sondim73,
"(28, 32]",Sondimla25,
"(28, 32]",Sondistanya61,
"(28, 32]",Sondossa69,
"(28, 32]",Strithenu87,
"(28, 32]",Styaduen40,
"(28, 32]",Sundadar27,8.709999999999999
"(28, 32]",Sundadarla27,
"(28, 32]",Sundassa93,
"(28, 32]",Sundim98,
"(28, 32]",Sundirrala66,
"(28, 32]",Sundista37,
"(28, 32]",Sundjask71,4.0
"(28, 32]",Syally44,
"(28, 32]",Syalollorap93,
"(28, 32]",Syathe73,1.4
"(28, 32]",Syathecal44,
"(28, 32]",Taeduenu92,
"(28, 32]",Thourdirra92,
"(28, 32]",Thrientossa55,
"(28, 32]",Thryallym62,
"(28, 32]",Tyaedainu44,
"(28, 32]",Tyaelaelis94,
"(28, 32]",Tyaelistidru84,
"(28, 32]",Tyaelly53,
"(28, 32]",Tyaelo67,
"(28, 32]",Tyaelorap29,
"(28, 32]",Tyaenasti87,
"(28, 32]",Tyaerith73,
"(28, 32]",Tyalaesu89,
"(28, 32]",Tyananurgue44,
"(28, 32]",Tyarithn67,
"(28, 32]",Tyeoralru41,
"(28, 32]",Tyeosri53,
"(28, 32]",Tyeudariasuir90,
"(28, 32]",Tyeuduen32,
"(28, 32]",Tyeurith29,
"(28, 32]",Tyialisti80,
"(28, 32]",Tyialisudeu65,
"(28, 32]",Tyida79,
"(28, 32]",Tyidaim51,
"(28, 32]",Tyidainu31,
"(28, 32]",Tyirinu79,
"(28, 32]",Tyisur83,
"(28, 32]",Umolrian85,8.13
"(28, 32]",Undare39,
"(28, 32]",Undassa89,
"(28, 32]",Undilsan50,
"(28, 32]",Undimsya85,
"(28, 32]",Undirra73,
"(28, 32]",Undirrala66,
"(28, 32]",Undirrasta89,
"(28, 32]",Undista85,
"(28, 32]",Undjask33,
"(28, 32]",Undjaskla97,
"(28, 32]",Undosia27,
"(28, 32]",Undosian34,
"(28, 32]",Undotesta33,
"(28, 32]",Wailin72,
"(28, 32]",Yadacal26,
"(28, 32]",Yadaisuir65,
"(28, 32]",Yadam35,
"(28, 32]",Yadanu52,
"(28, 32]",Yadaphos40,5.3500000000000005
"(28, 32]",Yalae81,
"(28, 32]",Yalaeria91,
"(28, 32]",Yaliru88,
"(28, 32]",Yalo85,
"(28, 32]",Yalostiphos68,4.4
"(28, 32]",Yana46,
"(28, 32]",Yarithllodeu72,
"(28, 32]",Yarithrgue83,
"(28, 32]",Yarithrin84,4.14
"(28, 32]",Yarithsurgue62,
"(28, 32]",Yarolwen77,4.43
"(28, 32]",Yasrisu92,
"(28, 32]",Yastyriaphos75,
"(28, 32]",Yasur35,
"(28, 32]",Yasur85,
"(28, 32]",Yathecal72,
"(28, 32]",Yathecal82,
"(28, 32]",Yathedeu43,
"(28, 32]",Yoishirrala98,
"(28, 32]",Zhisrisu83,
"(28, 32]",Zontibe81,
"(32, 36]",Adairialis76,
"(32, 36]",Adastirin33,4.48
"(32, 36]",Aeda94,
"(32, 36]",Aela59,
"(32, 36]",Aelaria33,
"(32, 36]",Aelastirin39,
"(32, 36]",Aelidru27,
"(32, 36]",Aelin32,
"(32, 36]",Aelly27,
"(32, 36]",Aellynun67,
"(32, 36]",Aellyria80,
"(32, 36]",Aelollo59,5.630000000000001
"(32, 36]",Aenarap34,
"(32, 36]",Aeral43,
"(32, 36]",Aeral68,
"(32, 36]",Aeral97,
"(32, 36]",Aeralria27,
"(32, 36]",Aeralstical35,
"(32, 36]",Aeri84,
"(32, 36]",Aerillorin70,
"(32, 36]",Aerithllora36,
"(32, 36]",Aerithnucal56,
"(32, 36]",Aerithnuphos61,
"(32, 36]",Aerithriaphos45,
"(32, 36]",Aerithriaphos46,
"(32, 36]",Aesri53,
"(32, 36]",Aesty53,
"(32, 36]",Aestysu37,
"(32, 36]",Aesur96,
"(32, 36]",Aesurstilis64,
"(32, 36]",Aethedru70,
"(32, 36]",Aidai53,
"(32, 36]",Aidai61,
"(32, 36]",Aidai73,
"(32, 36]",Aidaillodeu39,
"(32, 36]",Aidain51,
"(32, 36]",Aidaira26,
"(32, 36]",Aiduecal76,
"(32, 36]",Aiduesu86,
"(32, 36]",Aillyriadru65,
"(32, 36]",Aillyrin83,
"(32, 36]",Aina42,
"(32, 36]",Aina43,
"(32, 36]",Airi27,
"(32, 36]",Aisur51,
"(32, 36]",Aisurdru79,
"(32, 36]",Aisurria69,
"(32, 36]",Aithelis62,
"(32, 36]",Alaephos75,
"(32, 36]",Alaesu77,
"(32, 36]",Alaesu91,
"(32, 36]",Alarap40,
"(32, 36]",Ali84,
"(32, 36]",Alim85,
"(32, 36]",Alo38,
"(32, 36]",Anallorgue57,
"(32, 36]",Ardcil81,5.58
"(32, 36]",Ardonmol96,
"(32, 36]",Arin32,
"(32, 36]",Arirgue63,
"(32, 36]",Assassa81,
"(32, 36]",Assassasta79,
"(32, 36]",Assastnya25,
"(32, 36]",Assehoan67,
"(32, 36]",Assesi91,
"(32, 36]",Assilsan72,
"(32, 36]",Assim27,
"(32, 36]",Assirra56,
"(32, 36]",Assistasda42,
"(32, 36]",Assistasda90,
"(32, 36]",Assjaskan56,
"(32, 36]",Assjaskan73,
"(32, 36]",Assosia88,
"(32, 36]",Assylla81,
"(32, 36]",Asty82,
"(32, 36]",Asur53,
"(32, 36]",Asur96,
"(32, 36]",Baelollodeu94,
"(32, 36]",Bartassaya73,
"(32, 36]",Caesrinusuir82,
"(32, 36]",Ceoral34,
"(32, 36]",Chadadarla74,
"(32, 36]",Chadilsasta32,
"(32, 36]",Chadirra90,
"(32, 36]",Chadista79,
"(32, 36]",Chadistaya75,
"(32, 36]",Chadjask77,
"(32, 36]",Chadjask85,
"(32, 36]",Chadolyla44,
"(32, 36]",Chadossa56,
"(32, 36]",Chadossa89,
"(32, 36]",Chamadar79,
"(32, 36]",Chamadarnya73,
"(32, 36]",Chamadarsda63,
"(32, 36]",Chamalo71,
"(32, 36]",Chamassasya86,
"(32, 36]",Chamast86,
"(32, 36]",Chamastya76,2.05
"(32, 36]",Chamilsala65,
"(32, 36]",Chamiman85,
"(32, 36]",Chamimla73,
"(32, 36]",Chamimla85,
"(32, 36]",Chamirra53,
"(32, 36]",Chamirrasya33,
"(32, 36]",Chamirraya83,
"(32, 36]",Chamistast30,
"(32, 36]",Chamjask73,
"(32, 36]",Chamjaskya75,
"(32, 36]",Chamossa77,
"(32, 36]",Chanadar44,
"(32, 36]",Chanastnya43,
"(32, 36]",Chanastsda67,
"(32, 36]",Chanastst38,
"(32, 36]",Chanastya70,
"(32, 36]",Chanilsasda38,
"(32, 36]",Chanilsast61,
"(32, 36]",Chanirra64,
"(32, 36]",Chanirra79,
"(32, 36]",Chanirrala39,
"(32, 36]",Chanirrasta87,
"(32, 36]",Chanista95,
"(32, 36]",Chanjask65,
"(32, 36]",Chanjaskan89,
"(32, 36]",Chanosia34,
"(32, 36]",Chanosia60,
"(32, 36]",Chanosian48,7.52
"(32, 36]",Chanosiaya39,
"(32, 36]",Chanossanya44,
"(32, 36]",Chanossast57,
"(32, 36]",Chanuchi25,
"(32, 36]",Cosadar58,
"(32, 36]",Dyally87,
"(32, 36]",Ealiril69,4.4
"(32, 36]",Ealrion88,
"(32, 36]",Ennalmol65,
"(32, 36]",Ennoncil86,
"(32, 36]",Ennrian78,
"(32, 36]",Eodailis27,
"(32, 36]",Eodairu79,
"(32, 36]",Eodaisu60,
"(32, 36]",Eolan54,
"(32, 36]",Eoral49,
"(32, 36]",Eoralrap26,
"(32, 36]",Eosrirgue62,
"(32, 36]",Eosurdru76,
"(32, 36]",Eratiel90,
"(32, 36]",Ermol76,
"(32, 36]",Errian63,
"(32, 36]",Eryon48,
"(32, 36]",Ethralista69,
"(32, 36]",Ethrasyon38,
"(32, 36]",Ethriel85,
"(32, 36]",Ethron58,
"(32, 36]",Eudanu32,
"(32, 36]",Eudanu84,
"(32, 36]",Eulae84,
"(32, 36]",Eulaestira36,
"(32, 36]",Eulanurin88,
"(32, 36]",Eulasuir89,
"(32, 36]",Eulolis41,
"(32, 36]",Eurisuru25,
"(32, 36]",Eurithphos97,
"(32, 36]",Eusri26,
"(32, 36]",Eusri44,
"(32, 36]",Eusri70,
"(32, 36]",Eustyria89,
"(32, 36]",Eusur90,1.6
"(32, 36]",Eusurdeu49,
"(32, 36]",Euthe35,
"(32, 36]",Eyircil84,
"(32, 36]",Eyista89,1.29
"(32, 36]",Eyrian71,
"(32, 36]",Farrian71,
"(32, 36]",Farusrian86,
"(32, 36]",Filrion59,
"(32, 36]",Filrion83,
"(32, 36]",Filurarn35,
"(32, 36]",Firan91,
"(32, 36]",Firatan58,
"(32, 36]",Firon67,3.53
"(32, 36]",Fironon91,
"(32, 36]",Frichadar89,
